City,Property_name,Category,Booking_platform,Check_in_date,Total_successful_bookings,Total_capacity,Occupancy%,column1
Delhi,Atliq Bay,Luxury,makeyourtrip,26-Jun-22,67248,91532,0.7346938775510204,26 Jun 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,01-Jun-22,41096,91532,0.4489795918367347,01 Jun 2022
Delhi,Atliq Bay,Luxury,direct online,19-Jul-22,22725,49490,0.45918367346938777,19 Jul 2022
Delhi,Atliq Palace,Business,tripster,15-Jun-22,37000,58500,0.6324786324786325,15 Jun 2022
Delhi,Atliq Palace,Business,tripster,09-May-22,38000,58500,0.6495726495726496,09 May 2022
Delhi,Atliq Palace,Business,direct offline,01-May-22,36701,40131,0.9145299145299145,01 May 2022
Delhi,Atliq Palace,Business,direct online,09-Jul-22,73424,82602,0.8888888888888888,09 Jul 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,26-Jul-22,42520,108426,0.39215686274509803,26 Jul 2022
Mumbai,Atliq Grands,Luxury,journey,18-Jun-22,22046,30804,0.7156862745098039,18 Jun 2022
Mumbai,Atliq Grands,Luxury,direct offline,28-Jun-22,12312,23256,0.5294117647058824,28 Jun 2022
Mumbai,Atliq Grands,Luxury,direct offline,07-Jun-22,12312,23256,0.5294117647058824,07 Jun 2022
Mumbai,Atliq Grands,Luxury,tripster,27-Jul-22,16104,37332,0.43137254901960786,27 Jul 2022
Mumbai,Atliq City,Business,tripster,24-May-22,27279,53259,0.5121951219512195,24 May 2022
Mumbai,Atliq City,Business,direct offline,27-May-22,18544,37392,0.4959349593495935,27 May 2022
Mumbai,Atliq City,Business,journey,11-Jun-22,30450,43050,0.7073170731707317,11 Jun 2022
Mumbai,Atliq City,Business,journey,21-May-22,28350,43050,0.6585365853658537,21 May 2022
Mumbai,Atliq Blu,Luxury,direct offline,17-May-22,10794,21845,0.49411764705882355,17 May 2022
Mumbai,Atliq Blu,Luxury,tripster,19-Jun-22,21180,30005,0.7058823529411765,19 Jun 2022
Mumbai,Atliq Bay,Luxury,journey,10-Jun-22,7030,15770,0.4457831325301205,10 Jun 2022
Mumbai,Atliq Bay,Luxury,others,06-Jun-22,51393,115287,0.4457831325301205,06 Jun 2022
Mumbai,Atliq Palace,Business,tripster,19-May-22,21364,45344,0.47115384615384615,19 May 2022
Mumbai,Atliq Palace,Business,direct offline,12-Jun-22,29164,32968,0.8846153846153846,12 Jun 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,05-Jul-22,45024,85358,0.5274725274725275,05 Jul 2022
Hyderabad,Atliq Grands,Luxury,journey,21-Jun-22,10184,24388,0.4175824175824176,21 Jun 2022
Hyderabad,Atliq Exotica,Luxury,journey,22-May-22,25010,39040,0.640625,22 May 2022
Hyderabad,Atliq Exotica,Luxury,others,13-Jun-22,113076,268032,0.421875,13 Jun 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,02-Jul-22,78750,134400,0.5859375,02 Jul 2022
Hyderabad,Atliq Exotica,Luxury,direct online,20-Jul-22,24750,70400,0.3515625,20 Jul 2022
Hyderabad,Atliq Exotica,Luxury,direct online,24-May-22,29700,70400,0.421875,24 May 2022
Hyderabad,Atliq City,Business,others,31-Jul-22,235025,301385,0.7798165137614679,31 Jul 2022
Hyderabad,Atliq City,Business,others,09-May-22,210140,301385,0.6972477064220184,09 May 2022
Hyderabad,Atliq City,Business,makeyourtrip,28-Jul-22,76734,144207,0.5321100917431193,28 Jul 2022
Hyderabad,Atliq City,Business,tripster,06-Jul-22,31464,49704,0.6330275229357798,06 Jul 2022
Hyderabad,Atliq Blu,Luxury,direct online,09-Jun-22,44298,68694,0.6448598130841121,09 Jun 2022
Hyderabad,Atliq Blu,Luxury,tripster,01-Jul-22,27456,44512,0.616822429906542,01 Jul 2022
Hyderabad,Atliq Blu,Luxury,journey,16-May-22,22110,43014,0.514018691588785,16 May 2022
Hyderabad,Atliq Bay,Luxury,logtrip,01-May-22,88578,94017,0.9421487603305785,01 May 2022
Hyderabad,Atliq Palace,Business,journey,30-Jun-22,14896,29488,0.5051546391752577,30 Jun 2022
Hyderabad,Atliq Palace,Business,makeyourtrip,16-May-22,38120,92441,0.41237113402061853,16 May 2022
Hyderabad,Atliq Palace,Business,logtrip,06-May-22,24000,48500,0.4948453608247423,06 May 2022
Bangalore,Atliq Grands,Luxury,others,30-Jun-22,80100,190460,0.4205607476635514,30 Jun 2022
Bangalore,Atliq Grands,Luxury,logtrip,01-Jun-22,15948,47401,0.3364485981308411,01 Jun 2022
Bangalore,Atliq Grands,Luxury,logtrip,20-May-22,15505,47401,0.32710280373831774,20 May 2022
Bangalore,Atliq Grands,Luxury,logtrip,17-May-22,17277,47401,0.3644859813084112,17 May 2022
Bangalore,Atliq Grands,Luxury,logtrip,03-May-22,21264,47401,0.4485981308411215,03 May 2022
Bangalore,Atliq Grands,Luxury,journey,30-Jul-22,14245,27713,0.514018691588785,30 Jul 2022
Bangalore,Atliq Grands,Luxury,journey,28-May-22,17612,27713,0.6355140186915887,28 May 2022
Bangalore,Atliq Grands,Luxury,journey,20-May-22,9065,27713,0.32710280373831774,20 May 2022
Bangalore,Atliq Grands,Luxury,journey,12-May-22,10878,27713,0.3925233644859813,12 May 2022
Bangalore,Atliq Grands,Luxury,direct offline,25-Jun-22,12264,23433,0.5233644859813084,25 Jun 2022
Bangalore,Atliq Exotica,Luxury,direct online,14-Jul-22,23850,42750,0.5578947368421052,14 Jul 2022
Bangalore,Atliq Exotica,Luxury,direct online,10-May-22,22050,42750,0.5157894736842106,10 May 2022
Bangalore,Atliq Exotica,Luxury,journey,28-Jun-22,14768,26980,0.5473684210526316,28 Jun 2022
Bangalore,Atliq City,Business,makeyourtrip,07-May-22,102011,110979,0.9191919191919192,07 May 2022
Bangalore,Atliq City,Business,direct online,15-Jul-22,38564,61578,0.6262626262626263,15 Jul 2022
Bangalore,Atliq City,Business,direct offline,21-Jul-22,15200,30096,0.5050505050505051,21 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,14-Jul-22,37200,70200,0.5299145299145299,14 Jul 2022
Bangalore,Atliq Blu,Luxury,others,09-Jun-22,143289,274833,0.5213675213675214,09 Jun 2022
Bangalore,Atliq Blu,Luxury,others,27-May-22,143289,274833,0.5213675213675214,27 May 2022
Bangalore,Atliq Blu,Luxury,tripster,18-May-22,21364,51012,0.4188034188034188,18 May 2022
Bangalore,Atliq Bay,Luxury,others,14-May-22,207002,231072,0.8958333333333334,14 May 2022
Bangalore,Atliq Bay,Luxury,tripster,24-May-22,20440,35040,0.5833333333333334,24 May 2022
Bangalore,Atliq Bay,Luxury,tripster,16-May-22,18250,35040,0.5208333333333334,16 May 2022
Bangalore,Atliq Palace,Business,others,09-Jun-22,126840,249150,0.509090909090909,09 Jun 2022
Bangalore,Atliq Palace,Business,tripster,22-Jul-22,19350,42570,0.45454545454545453,22 Jul 2022
Bangalore,Atliq Palace,Business,tripster,26-Jun-22,30960,42570,0.7272727272727273,26 Jun 2022
Bangalore,Atliq Palace,Business,journey,12-Jul-22,17976,35310,0.509090909090909,12 Jul 2022
Mumbai,Atliq Seasons,Business,direct online,20-May-22,14140,39188,0.36082474226804123,20 May 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,12-Jun-22,47270,79055,0.5979381443298969,12 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,31-May-22,26895,79055,0.3402061855670103,31 May 2022
Mumbai,Atliq Seasons,Business,logtrip,24-Jul-22,21168,41904,0.5051546391752577,24 Jul 2022
Mumbai,Atliq Seasons,Business,tripster,25-Jul-22,9826,28033,0.35051546391752575,25 Jul 2022
Mumbai,Atliq Seasons,Business,tripster,08-Jun-22,12427,28033,0.44329896907216493,08 Jun 2022
Delhi,Atliq Grands,Luxury,direct online,18-Jul-22,7600,15808,0.4807692307692308,18 Jul 2022
Delhi,Atliq Grands,Luxury,tripster,16-Jun-22,7099,11908,0.5961538461538461,16 Jun 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,19-Jul-22,18480,32032,0.5769230769230769,19 Jul 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,07-Jul-22,20328,32032,0.6346153846153846,07 Jul 2022
Delhi,Atliq Grands,Luxury,direct offline,23-Jul-22,6765,8580,0.7884615384615384,23 Jul 2022
Mumbai,Atliq Exotica,Luxury,journey,13-Jul-22,60839,93014,0.6540843313909734,13 Jul 2022
Mumbai,Atliq Exotica,Luxury,direct online,24-May-22,90787,152883,0.5938331927029166,24 May 2022
Delhi,Atliq City,Business,journey,28-Jun-22,13724,27740,0.49473684210526314,28 Jun 2022
Delhi,Atliq City,Business,logtrip,11-May-22,25350,48165,0.5263157894736842,11 May 2022
Delhi,Atliq City,Business,others,27-Jun-22,91824,181735,0.5052631578947369,27 Jun 2022
Delhi,Atliq City,Business,others,10-Jun-22,87998,181735,0.4842105263157895,10 Jun 2022
Delhi,Atliq Blu,Luxury,tripster,08-May-22,20097,23287,0.863013698630137,08 May 2022
Delhi,Atliq Blu,Luxury,direct offline,25-Jul-22,7945,16571,0.4794520547945205,25 Jul 2022
Delhi,Atliq Bay,Luxury,others,06-Jul-22,102024,192276,0.5306122448979592,06 Jul 2022
Delhi,Atliq Bay,Luxury,others,22-Jun-22,76518,192276,0.3979591836734694,22 Jun 2022
Delhi,Atliq Bay,Luxury,logtrip,26-Jun-22,38880,52920,0.7346938775510204,26 Jun 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,15-Jul-22,45766,91532,0.5,15 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,03-Jun-22,36426,91532,0.3979591836734694,03 Jun 2022
Delhi,Atliq Bay,Luxury,direct offline,29-Jun-22,11050,21658,0.5102040816326531,29 Jun 2022
Delhi,Atliq Bay,Luxury,direct offline,31-May-22,9061,21658,0.41836734693877553,31 May 2022
Delhi,Atliq Bay,Luxury,direct offline,28-May-22,16575,21658,0.7653061224489796,28 May 2022
Delhi,Atliq Palace,Business,others,04-May-22,218925,341523,0.6410256410256411,04 May 2022
Delhi,Atliq Palace,Business,direct offline,29-Jul-22,19894,40131,0.49572649572649574,29 Jul 2022
Delhi,Atliq Palace,Business,direct offline,13-Jul-22,24010,40131,0.5982905982905983,13 Jul 2022
Delhi,Atliq Palace,Business,direct offline,29-May-22,29841,40131,0.7435897435897436,29 May 2022
Delhi,Atliq Palace,Business,direct offline,15-May-22,30184,40131,0.7521367521367521,15 May 2022
Delhi,Atliq Palace,Business,journey,25-Jun-22,41266,51363,0.8034188034188035,25 Jun 2022
Mumbai,Atliq Grands,Luxury,logtrip,26-Jun-22,41040,58140,0.7058823529411765,26 Jun 2022
Mumbai,Atliq Grands,Luxury,logtrip,14-Jun-22,29640,58140,0.5098039215686274,14 Jun 2022
Mumbai,Atliq Grands,Luxury,journey,05-May-22,16912,30804,0.5490196078431373,05 May 2022
Mumbai,Atliq Grands,Luxury,tripster,12-Jul-22,19764,37332,0.5294117647058824,12 Jul 2022
Mumbai,Atliq Grands,Luxury,tripster,03-Jun-22,15372,37332,0.4117647058823529,03 Jun 2022
Mumbai,Atliq City,Business,logtrip,31-Jul-22,48326,81426,0.5934959349593496,31 Jul 2022
Mumbai,Atliq City,Business,journey,27-Jun-22,21700,43050,0.5040650406504065,27 Jun 2022
Mumbai,Atliq City,Business,journey,06-May-22,19950,43050,0.4634146341463415,06 May 2022
Mumbai,Atliq Blu,Luxury,others,29-Jul-22,98026,181135,0.5411764705882353,29 Jul 2022
Mumbai,Atliq Blu,Luxury,tripster,29-Jun-22,19062,30005,0.6352941176470588,29 Jun 2022
Mumbai,Atliq Blu,Luxury,tripster,12-Jun-22,26828,30005,0.8941176470588236,12 Jun 2022
Mumbai,Atliq Bay,Luxury,others,31-May-22,40281,115287,0.3493975903614458,31 May 2022
Mumbai,Atliq Bay,Luxury,tripster,18-Jul-22,7590,20999,0.3614457831325301,18 Jul 2022
Mumbai,Atliq Bay,Luxury,tripster,01-Jun-22,7084,20999,0.3373493975903614,01 Jun 2022
Mumbai,Atliq Palace,Business,tripster,12-Jun-22,40112,45344,0.8846153846153846,12 Jun 2022
Mumbai,Atliq Palace,Business,makeyourtrip,26-Jul-22,76444,137072,0.5576923076923077,26 Jul 2022
Mumbai,Atliq Palace,Business,makeyourtrip,23-Jul-22,102804,137072,0.75,23 Jul 2022
Mumbai,Atliq Palace,Business,direct online,15-Jul-22,39865,61880,0.6442307692307693,15 Jul 2022
Hyderabad,Atliq Grands,Luxury,direct offline,07-Jun-22,11500,20930,0.5494505494505495,07 Jun 2022
Hyderabad,Atliq Grands,Luxury,logtrip,13-May-22,20835,42133,0.4945054945054945,13 May 2022
Hyderabad,Atliq Exotica,Luxury,journey,20-Jun-22,14335,39040,0.3671875,20 Jun 2022
Hyderabad,Atliq Exotica,Luxury,logtrip,26-Jul-22,24231,75648,0.3203125,26 Jul 2022
Hyderabad,Atliq Exotica,Luxury,direct online,09-Jul-22,41250,70400,0.5859375,09 Jul 2022
Hyderabad,Atliq City,Business,makeyourtrip,01-Jul-22,92610,144207,0.6422018348623854,01 Jul 2022
Hyderabad,Atliq City,Business,makeyourtrip,03-May-22,89964,144207,0.6238532110091743,03 May 2022
Hyderabad,Atliq City,Business,journey,18-Jun-22,39700,43273,0.9174311926605505,18 Jun 2022
Hyderabad,Atliq City,Business,journey,16-May-22,22629,43273,0.5229357798165137,16 May 2022
Hyderabad,Atliq City,Business,direct online,28-May-22,57904,67144,0.8623853211009175,28 May 2022
Hyderabad,Atliq City,Business,direct offline,08-May-22,33462,36842,0.908256880733945,08 May 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,16-Jun-22,89148,138244,0.6448598130841121,16 Jun 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,09-Jun-22,89148,138244,0.6448598130841121,09 Jun 2022
Hyderabad,Atliq Blu,Luxury,tripster,12-Jun-22,37440,44512,0.8411214953271028,12 Jun 2022
Hyderabad,Atliq Blu,Luxury,direct offline,20-Jul-22,16483,33277,0.4953271028037383,20 Jul 2022
Hyderabad,Atliq Blu,Luxury,journey,29-Jun-22,29346,43014,0.6822429906542056,29 Jun 2022
Hyderabad,Atliq Bay,Luxury,others,27-Jul-22,196614,360459,0.5454545454545454,27 Jul 2022
Hyderabad,Atliq Palace,Business,direct online,16-Jun-22,19395,41807,0.4639175257731959,16 Jun 2022
Hyderabad,Atliq Palace,Business,logtrip,17-Jul-22,29000,48500,0.5979381443298969,17 Jul 2022
Hyderabad,Atliq Palace,Business,direct offline,12-Jul-22,10848,21922,0.4948453608247423,12 Jul 2022
Bangalore,Atliq Grands,Luxury,journey,14-Jul-22,11914,27713,0.42990654205607476,14 Jul 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,29-Jun-22,44736,88540,0.5052631578947369,29 Jun 2022
Bangalore,Atliq Exotica,Luxury,tripster,21-Jul-22,13320,34200,0.3894736842105263,21 Jul 2022
Bangalore,Atliq Exotica,Luxury,direct offline,19-May-22,9160,21755,0.42105263157894735,19 May 2022
Bangalore,Atliq City,Business,others,04-Jul-22,147600,243540,0.6060606060606061,04 Jul 2022
Bangalore,Atliq City,Business,journey,24-Jun-22,16779,32571,0.5151515151515151,24 Jun 2022
Bangalore,Atliq City,Business,logtrip,02-Jun-22,34692,70092,0.494949494949495,02 Jun 2022
Bangalore,Atliq City,Business,direct offline,23-Jul-22,23712,30096,0.7878787878787878,23 Jul 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,29-May-22,79848,129753,0.6153846153846154,29 May 2022
Bangalore,Atliq Blu,Luxury,tripster,20-Jun-22,20056,51012,0.39316239316239315,20 Jun 2022
Bangalore,Atliq Blu,Luxury,direct online,11-Jul-22,35092,66222,0.5299145299145299,11 Jul 2022
Bangalore,Atliq Blu,Luxury,direct online,16-Jun-22,31696,66222,0.47863247863247865,16 Jun 2022
Bangalore,Atliq Bay,Luxury,others,28-Jul-22,122757,231072,0.53125,28 Jul 2022
Bangalore,Atliq Bay,Luxury,direct offline,14-Jul-22,19072,28608,0.6666666666666666,14 Jul 2022
Bangalore,Atliq Bay,Luxury,direct offline,27-Jun-22,16688,28608,0.5833333333333334,27 Jun 2022
Bangalore,Atliq Palace,Business,logtrip,15-Jul-22,32940,67100,0.4909090909090909,15 Jul 2022
Bangalore,Atliq Palace,Business,logtrip,18-Jun-22,49410,67100,0.7363636363636363,18 Jun 2022
Bangalore,Atliq Palace,Business,makeyourtrip,25-Jul-22,47940,112200,0.42727272727272725,25 Jul 2022
Bangalore,Atliq Palace,Business,makeyourtrip,16-May-22,45900,112200,0.4090909090909091,16 May 2022
Mumbai,Atliq Seasons,Business,others,29-Jul-22,59977,157237,0.38144329896907214,29 Jul 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,25-Jun-22,39935,79055,0.5051546391752577,25 Jun 2022
Mumbai,Atliq Seasons,Business,journey,31-Jul-22,10704,21631,0.4948453608247423,31 Jul 2022
Delhi,Atliq Grands,Luxury,direct online,13-May-22,10032,15808,0.6346153846153846,13 May 2022
Delhi,Atliq Grands,Luxury,direct offline,13-Jul-22,4950,8580,0.5769230769230769,13 Jul 2022
Delhi,Atliq Grands,Luxury,direct offline,25-May-22,5445,8580,0.6346153846153846,25 May 2022
Mumbai,Atliq Exotica,Luxury,tripster,20-Jun-22,57546,108936,0.5282551222736286,20 Jun 2022
Mumbai,Atliq Exotica,Luxury,logtrip,10-Jul-22,158695,171611,0.9247367592986464,10 Jul 2022
Delhi,Atliq City,Business,direct offline,21-Jun-22,10080,23940,0.42105263157894735,21 Jun 2022
Delhi,Atliq Blu,Luxury,tripster,29-Jun-22,14036,23287,0.6027397260273972,29 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,17-Jul-22,24856,34894,0.7123287671232876,17 Jul 2022
Delhi,Atliq Blu,Luxury,others,21-May-22,96714,130743,0.7397260273972602,21 May 2022
Delhi,Atliq Blu,Luxury,direct online,18-Jul-22,16226,31171,0.5205479452054794,18 Jul 2022
Delhi,Atliq Blu,Luxury,journey,24-Jul-22,14392,18761,0.7671232876712328,24 Jul 2022
Delhi,Atliq Blu,Luxury,journey,20-May-22,9509,18761,0.5068493150684932,20 May 2022
Delhi,Atliq Bay,Luxury,tripster,10-May-22,19227,36946,0.5204081632653061,10 May 2022
Delhi,Atliq Bay,Luxury,others,21-May-22,123606,192276,0.6428571428571429,21 May 2022
Delhi,Atliq Bay,Luxury,journey,20-May-22,11521,27538,0.41836734693877553,20 May 2022
Delhi,Atliq Bay,Luxury,direct online,21-May-22,31815,49490,0.6428571428571429,21 May 2022
Delhi,Atliq Palace,Business,makeyourtrip,27-May-22,107744,170352,0.6324786324786325,27 May 2022
Delhi,Atliq Palace,Business,direct offline,14-May-22,35672,40131,0.8888888888888888,14 May 2022
Delhi,Atliq Palace,Business,journey,27-Jun-22,33803,51363,0.6581196581196581,27 Jun 2022
Mumbai,Atliq Grands,Luxury,others,03-Jun-22,85302,207162,0.4117647058823529,03 Jun 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,03-Jul-22,78662,108426,0.7254901960784313,03 Jul 2022
Mumbai,Atliq Grands,Luxury,logtrip,02-Jul-22,42180,58140,0.7254901960784313,02 Jul 2022
Mumbai,Atliq Grands,Luxury,logtrip,02-Jun-22,22800,58140,0.39215686274509803,02 Jun 2022
Mumbai,Atliq Grands,Luxury,logtrip,27-May-22,30210,58140,0.5196078431372549,27 May 2022
Mumbai,Atliq City,Business,tripster,08-Jul-22,25547,53259,0.4796747967479675,08 Jul 2022
Mumbai,Atliq City,Business,tripster,16-Jun-22,27712,53259,0.5203252032520326,16 Jun 2022
Mumbai,Atliq City,Business,others,09-Jun-22,149328,301104,0.4959349593495935,09 Jun 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,01-Jul-22,52676,86105,0.611764705882353,01 Jul 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,29-Jun-22,54702,86105,0.6352941176470588,29 Jun 2022
Mumbai,Atliq Bay,Luxury,journey,10-May-22,6650,15770,0.42168674698795183,10 May 2022
Mumbai,Atliq Bay,Luxury,direct online,18-May-22,9744,27888,0.3493975903614458,18 May 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,30-Jun-22,25456,57104,0.4457831325301205,30 Jun 2022
Mumbai,Atliq Palace,Business,journey,12-May-22,24832,40352,0.6153846153846154,12 May 2022
Mumbai,Atliq Palace,Business,makeyourtrip,14-May-22,117302,137072,0.8557692307692307,14 May 2022
Mumbai,Atliq Palace,Business,logtrip,20-Jul-22,36411,71448,0.5096153846153846,20 Jul 2022
Hyderabad,Atliq Grands,Luxury,others,21-May-22,95612,164164,0.5824175824175825,21 May 2022
Hyderabad,Atliq Grands,Luxury,tripster,26-Jun-22,21172,28756,0.7362637362637363,26 Jun 2022
Hyderabad,Atliq Grands,Luxury,tripster,01-May-22,20224,28756,0.7032967032967034,01 May 2022
Hyderabad,Atliq Grands,Luxury,direct offline,27-Jul-22,8510,20930,0.4065934065934066,27 Jul 2022
Hyderabad,Atliq Grands,Luxury,direct offline,10-Jul-22,14720,20930,0.7032967032967034,10 Jul 2022
Hyderabad,Atliq Grands,Luxury,logtrip,27-Jun-22,20835,42133,0.4945054945054945,27 Jun 2022
Hyderabad,Atliq Grands,Luxury,direct online,07-May-22,30552,41496,0.7362637362637363,07 May 2022
Hyderabad,Atliq Exotica,Luxury,tripster,11-Jul-22,20829,50304,0.4140625,11 Jul 2022
Hyderabad,Atliq Exotica,Luxury,tripster,07-Jun-22,21222,50304,0.421875,07 Jun 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,19-May-22,46200,134400,0.34375,19 May 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,01-May-22,87150,134400,0.6484375,01 May 2022
Hyderabad,Atliq Exotica,Luxury,direct online,22-May-22,45100,70400,0.640625,22 May 2022
Hyderabad,Atliq City,Business,tripster,18-May-22,25080,49704,0.5045871559633027,18 May 2022
Hyderabad,Atliq City,Business,direct offline,23-May-22,23322,36842,0.6330275229357798,23 May 2022
Hyderabad,Atliq Blu,Luxury,logtrip,13-Jul-22,45888,76719,0.5981308411214953,13 Jul 2022
Hyderabad,Atliq Blu,Luxury,others,22-May-22,243698,286546,0.8504672897196262,22 May 2022
Hyderabad,Atliq Blu,Luxury,direct online,05-Jun-22,62274,68694,0.9065420560747663,05 Jun 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,05-Jul-22,85272,138244,0.616822429906542,05 Jul 2022
Hyderabad,Atliq Blu,Luxury,tripster,02-May-22,29952,44512,0.6728971962616822,02 May 2022
Hyderabad,Atliq Blu,Luxury,direct offline,12-Jul-22,20526,33277,0.616822429906542,12 Jul 2022
Hyderabad,Atliq Blu,Luxury,journey,16-Jun-22,27738,43014,0.6448598130841121,16 Jun 2022
Hyderabad,Atliq Bay,Luxury,logtrip,26-Jul-22,51282,94017,0.5454545454545454,26 Jul 2022
Hyderabad,Atliq Bay,Luxury,direct offline,01-May-22,45144,47916,0.9421487603305785,01 May 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,22-May-22,54808,94588,0.5794392523364486,22 May 2022
Bangalore,Atliq Grands,Luxury,direct online,28-May-22,31484,49541,0.6355140186915887,28 May 2022
Bangalore,Atliq Grands,Luxury,journey,30-May-22,10619,27713,0.38317757009345793,30 May 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,05-May-22,48464,88540,0.5473684210526316,05 May 2022
Bangalore,Atliq Exotica,Luxury,journey,22-May-22,19312,26980,0.7157894736842105,22 May 2022
Bangalore,Atliq City,Business,tripster,25-Jul-22,21315,43065,0.494949494949495,25 Jul 2022
Bangalore,Atliq City,Business,tripster,15-Jun-22,25230,43065,0.5858585858585859,15 Jun 2022
Bangalore,Atliq City,Business,others,19-Jul-22,120540,243540,0.494949494949495,19 Jul 2022
Bangalore,Atliq City,Business,journey,25-Jun-22,24017,32571,0.7373737373737373,25 Jun 2022
Bangalore,Atliq City,Business,journey,25-May-22,20398,32571,0.6262626262626263,25 May 2022
Bangalore,Atliq City,Business,journey,22-May-22,28952,32571,0.8888888888888888,22 May 2022
Bangalore,Atliq City,Business,journey,07-May-22,29939,32571,0.9191919191919192,07 May 2022
Bangalore,Atliq City,Business,logtrip,22-May-22,62304,70092,0.8888888888888888,22 May 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,18-Jul-22,53232,129753,0.41025641025641024,18 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,26-Jul-22,28200,70200,0.4017094017094017,26 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,19-May-22,31200,70200,0.4444444444444444,19 May 2022
Bangalore,Atliq Blu,Luxury,others,09-Jul-22,204363,274833,0.7435897435897436,09 Jul 2022
Bangalore,Atliq Blu,Luxury,journey,19-May-22,19136,43056,0.4444444444444444,19 May 2022
Bangalore,Atliq Blu,Luxury,direct online,14-May-22,47544,66222,0.717948717948718,14 May 2022
Bangalore,Atliq Bay,Luxury,journey,02-Jul-22,31025,35040,0.8854166666666666,02 Jul 2022
Bangalore,Atliq Bay,Luxury,tripster,22-Jun-22,18250,35040,0.5208333333333334,22 Jun 2022
Bangalore,Atliq Bay,Luxury,direct online,09-Jun-22,33055,57696,0.5729166666666666,09 Jun 2022
Bangalore,Atliq Palace,Business,makeyourtrip,17-May-22,42840,112200,0.38181818181818183,17 May 2022
Bangalore,Atliq Palace,Business,others,30-Jun-22,122310,249150,0.4909090909090909,30 Jun 2022
Bangalore,Atliq Palace,Business,journey,24-Jun-22,15087,35310,0.42727272727272725,24 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,07-Jul-22,31785,79055,0.4020618556701031,07 Jul 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,05-Jun-22,48900,79055,0.6185567010309279,05 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,20-May-22,28525,79055,0.36082474226804123,20 May 2022
Mumbai,Atliq Seasons,Business,tripster,21-Jul-22,10115,28033,0.36082474226804123,21 Jul 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,20-Jun-22,34922,67087,0.5205479452054794,20 Jun 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,06-Jun-22,42274,67087,0.6301369863013698,06 Jun 2022
Delhi,Atliq Blu,Luxury,others,29-May-22,98505,130743,0.7534246575342466,29 May 2022
Delhi,Atliq Blu,Luxury,direct online,01-Jul-22,19642,31171,0.6301369863013698,01 Jul 2022
Delhi,Atliq Blu,Luxury,direct offline,03-Jul-22,14755,16571,0.8904109589041096,03 Jul 2022
Delhi,Atliq Blu,Luxury,direct offline,08-Jun-22,10442,16571,0.6301369863013698,08 Jun 2022
Delhi,Atliq Blu,Luxury,direct offline,06-Jun-22,10442,16571,0.6301369863013698,06 Jun 2022
Delhi,Atliq Blu,Luxury,journey,31-Jul-22,14392,18761,0.7671232876712328,31 Jul 2022
Delhi,Atliq Blu,Luxury,journey,10-Jun-22,11565,18761,0.6164383561643836,10 Jun 2022
Delhi,Atliq Blu,Luxury,journey,10-May-22,11308,18761,0.6027397260273972,10 May 2022
Delhi,Atliq Bay,Luxury,tripster,31-Jul-22,21866,36946,0.5918367346938775,31 Jul 2022
Delhi,Atliq Bay,Luxury,logtrip,12-Jul-22,27000,52920,0.5102040816326531,12 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,22-Jul-22,36426,91532,0.3979591836734694,22 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,13-May-22,42964,91532,0.46938775510204084,13 May 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,06-May-22,46700,91532,0.5102040816326531,06 May 2022
Delhi,Atliq Bay,Luxury,direct online,15-Jun-22,25250,49490,0.5102040816326531,15 Jun 2022
